DRUH,ID_IND,KOMPILACE,TYP_IND,LIM_IND,JEDNOTKA,KLIC,UROVEN,pozn,...9,LIM_INDLIST
Dianthus arenarius subsp. bohemicus,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,5-25 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dianthus arenarius subsp. bohemicus,STA_POKRYVNOSTE0,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE0>).*(?=</STA_POKRYVNOSTE0>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dianthus arenarius subsp. bohemicus,STA_POKRYVNOSTE0,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE0>).*(?=</STA_POKRYVNOSTE0>)"")),",val,do 5 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dianthus arenarius subsp. bohemicus,STA_POKRYVNOSTE0,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE0>).*(?=</STA_POKRYVNOSTE0>)"")),",val,5-25 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dianthus arenarius subsp. bohemicus,STA_POKRYVNOSTE1,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE1>).*(?=</STA_POKRYVNOSTE1>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dianthus arenarius subsp. bohemicus,STA_POKRYVNOSTE1,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE1>).*(?=</STA_POKRYVNOSTE1>)"")),",val,do 5 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dianthus arenarius subsp. bohemicus,STA_POKRYVNOSTE1,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE1>).*(?=</STA_POKRYVNOSTE1>)"")),",val,5-25 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dianthus arenarius subsp. bohemicus,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dianthus arenarius subsp. bohemicus,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,do 5 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dianthus arenarius subsp. bohemicus,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,5-25 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dianthus arenarius subsp. bohemicus,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 5 %"
Dianthus arenarius subsp. bohemicus,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,do 5 %,NA,ne,lok,NA,NA,"0, do 5 %"
Dianthus lumnitzeri,POP_POCET,dplyr::case_when(,min,25,kvetoucích a plodných trsù,ano,lok,NA,NA,alespoò 25 kvetoucích a plodných trsù
Dianthus lumnitzeri,POP_POSKPERC,dplyr::case_when(,max,1,poèet kvetoucích a plodných trsù,ne,lok,NA,NA,nejvýš 1 poèet kvetoucích a plodných trsù
Dianthus lumnitzeri,POP_POSKPOC,dplyr::case_when(,max,2,poèet typù poškození rostlin,ne,lok,NA,NA,nejvýš 2 poèet typù poškození rostlin
Dianthus lumnitzeri,POP_TREND,sum(,max,1,posledních dvou let s menším poètem jedincù než je referenèní hodnota,ano,lok,NA,NA,nejvýš 1 posledních dvou let s menším poètem jedincù než je referenèní hodnota
Dianthus lumnitzeri,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Dianthus lumnitzeri,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Dianthus lumnitzeri,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Dianthus lumnitzeri,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Dianthus lumnitzeri,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Dianthus lumnitzeri,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Dianthus lumnitzeri,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,0
Dianthus moravicus,POP_POCET,dplyr::case_when(,min,100,kvetoucích a plodných trsù,ano,lok,NA,NA,alespoò 100 kvetoucích a plodných trsù
Dianthus moravicus,POP_POSKPERC,dplyr::case_when(,max,1,poèet jedincù,ne,lok,NA,NA,nejvýš 1 poèet jedincù
Dianthus moravicus,POP_POSKPOC,dplyr::case_when(,max,2,poèet typù poškození rostlin,ne,lok,NA,NA,nejvýš 2 poèet typù poškození rostlin
Dianthus moravicus,POP_TREND,sum(,max,1,posledních dvou let s menším poètem jedincù než je referenèní hodnota,ano,lok,NA,NA,nejvýš 1 posledních dvou let s menším poètem jedincù než je referenèní hodnota
Dianthus moravicus,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Dianthus moravicus,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Dianthus moravicus,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Dianthus moravicus,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Dianthus moravicus,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Dianthus moravicus,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Dianthus moravicus,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,0
Dracocephalum austriacum,POP_POCET,dplyr::case_when(,min,25,poèet trsù,ano,lok,NA,NA,alespoò 25 poèet trsù
Dracocephalum austriacum,POP_POSKPERC,dplyr::case_when(,max,1,poèet trsù,ne,lok,NA,NA,nejvýš 1 poèet trsù
Dracocephalum austriacum,POP_POSKPOC,dplyr::case_when(,max,2,poèet typù poškození rostlin,ne,lok,NA,NA,nejvýš 2 poèet typù poškození rostlin
Dracocephalum austriacum,POP_TREND,sum(,max,1,posledních dvou let s menším poètem jedincù než je referenèní hodnota,ano,lok,NA,NA,nejvýš 1 posledních dvou let s menším poètem jedincù než je referenèní hodnota
Dracocephalum austriacum,POP_VITAL,POP_POCETVITAL/POP_POCET*100) %>%,min,30,% poèet jedincù,ano,lok,NA,NA,alespoò 30 % poèet jedincù
Dracocephalum austriacum,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dracocephalum austriacum,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,do 5 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dracocephalum austriacum,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,5-25 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dracocephalum austriacum,STA_POKRYVNOSTE1,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE1>).*(?=</STA_POKRYVNOSTE1>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dracocephalum austriacum,STA_POKRYVNOSTE1,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE1>).*(?=</STA_POKRYVNOSTE1>)"")),",val,do 5 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dracocephalum austriacum,STA_POKRYVNOSTE1,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE1>).*(?=</STA_POKRYVNOSTE1>)"")),",val,5-25 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dracocephalum austriacum,STA_POKRYVNOSTE2E3,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE2E3>).*(?=</STA_POKRYVNOSTE2E3>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dracocephalum austriacum,STA_POKRYVNOSTE2E3,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE2E3>).*(?=</STA_POKRYVNOSTE2E3>)"")),",val,do 5 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dracocephalum austriacum,STA_POKRYVNOSTE2E3,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE2E3>).*(?=</STA_POKRYVNOSTE2E3>)"")),",val,5-25 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dracocephalum austriacum,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dracocephalum austriacum,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,do 5 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dracocephalum austriacum,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,5-25 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Dracocephalum austriacum,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 5 %"
Dracocephalum austriacum,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,do 5 %,NA,ne,lok,NA,NA,"0, do 5 %"
Galium sudeticum,POP_PLOCHA,dplyr::case_when(,min,10,dm2,ano,lok,nový parametr,nepøechází do dat (v NDOP to ale je),alespoò 10 dm2
Galium sudeticum,POP_POSKPERC,dplyr::case_when(,max,1,èisté plochy populace,ne,lok,NA,NA,nejvýš 1 èisté plochy populace
Galium sudeticum,POP_POSKPOC,dplyr::case_when(,max,2,poèet typù poškození rostlin,ne,lok,NA,neexistuje záznam parametru = 2,nejvýš 2 poèet typù poškození rostlin
Galium sudeticum,POP_TREND,sum(,max,1,posledních dvou let s menší plochou než je referenèní hodnota,ano,lok,NA,NA,nejvýš 1 posledních dvou let s menší plochou než je referenèní hodnota
Galium sudeticum,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Galium sudeticum,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Galium sudeticum,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Galium sudeticum,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Galium sudeticum,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,0
Gladiolus palustris,POP_POCET,dplyr::case_when(,min,800,poèet kvetoucích a plodných jedincù,ano,lok,pro EVL Slatinná louka u Velenky,NA,"alespoò 800 poèet kvetoucích a plodných jedincù, alespoò 5 poèet kvetoucích a plodných jedincù"
Gladiolus palustris,POP_POCET,dplyr::case_when(,min,5,poèet kvetoucích a plodných jedincù,ano,lok,pro ostatní lokality,NA,"alespoò 800 poèet kvetoucích a plodných jedincù, alespoò 5 poèet kvetoucích a plodných jedincù"
Gladiolus palustris,POP_POSKPERC,dplyr::case_when(,max,1,poèet kvetoucích a plodných jedincù,ne,lok,NA,NA,nejvýš 1 poèet kvetoucích a plodných jedincù
Gladiolus palustris,POP_POSKPOC,dplyr::case_when(,max,2,poèet typù poškození rostlin,ne,lok,NA,NA,nejvýš 2 poèet typù poškození rostlin
Gladiolus palustris,POP_TREND,sum(,min,1,posledních dvou let s vyšším poètem jedincù než je referenèní hodnota,ano,lok,NA,NA,alespoò 1 posledních dvou let s vyšším poètem jedincù než je referenèní hodnota
Gladiolus palustris,STA_POKRDREVNIZ,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVINNIZ>).*(?=</STA_POKRYVNOSTDREVINNIZ>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Gladiolus palustris,STA_POKRDREVNIZ,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVINNIZ>).*(?=</STA_POKRYVNOSTDREVINNIZ>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Gladiolus palustris,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Gladiolus palustris,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Gladiolus palustris,STA_POKRYVNOSTE2E3,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE2E3>).*(?=</STA_POKRYVNOSTE2E3>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %"
Gladiolus palustris,STA_POKRYVNOSTE2E3,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE2E3>).*(?=</STA_POKRYVNOSTE2E3>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %"
Gladiolus palustris,STA_POKRYVNOSTE2E3,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE2E3>).*(?=</STA_POKRYVNOSTE2E3>)"")),",val,25-50 %,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %"
Gladiolus palustris,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Gladiolus palustris,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Gladiolus palustris,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,0
Himantoglossum adriaticum,POP_POCET,dplyr::case_when(,min,12,poèet jedincù,ano,lok,NA,NA,alespoò 12 poèet jedincù
Himantoglossum adriaticum,POP_POSKPERC,dplyr::case_when(,max,1,poèet jedincù,ne,lok,NA,NA,nejvýš 1 poèet jedincù
Himantoglossum adriaticum,POP_POSKPOC,dplyr::case_when(,max,2,poèet typù poškození rostlin,ne,lok,NA,NA,nejvýš 2 poèet typù poškození rostlin
Himantoglossum adriaticum,POP_TREND,sum(,max,1,posledních dvou let s menším poètem jedincù než je referenèní hodnota,ano,lok,NA,NA,nejvýš 1 posledních dvou let s menším poètem jedincù než je referenèní hodnota
Himantoglossum adriaticum,POP_VITAL,POP_POCETVITAL/POP_POCET*100) %>%,min,30,poètu jedincù,ano,lok,NA,NA,alespoò 30 poètu jedincù
Himantoglossum adriaticum,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %"
Himantoglossum adriaticum,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %"
Himantoglossum adriaticum,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,25-50 %,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %"
Himantoglossum adriaticum,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Himantoglossum adriaticum,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Himantoglossum adriaticum,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Himantoglossum adriaticum,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Himantoglossum adriaticum,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,0
Jurinea cyanoides,POP_POCET,dplyr::case_when(,min,100,poèet prýtù,ano,lok,NA,NA,alespoò 100 poèet prýtù
Jurinea cyanoides,POP_POSKPERC,dplyr::case_when(,max,1,poèet kvetoucích a plodných trsù,ne,lok,NA,NA,nejvýš 1 poèet kvetoucích a plodných trsù
Jurinea cyanoides,POP_POSKPOC,dplyr::case_when(,max,2,poèet typù poškození rostlin,ne,lok,NA,NA,nejvýš 2 poèet typù poškození rostlin
Jurinea cyanoides,POP_TREND,sum(,max,1,posledních dvou let s menším poètem prýtù než je referenèní hodnota,ano,lok,NA,NA,nejvýš 1 posledních dvou let s menším poètem prýtù než je referenèní hodnota
Jurinea cyanoides,POP_VITAL,POP_POCETVITAL/POP_POCET*100) %>%,min,30,kvetoucí a plodné trsy,ano,lok,NA,NA,alespoò 30 kvetoucí a plodné trsy
Jurinea cyanoides,STA_POKRDREVNIZ,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVINNIZ>).*(?=</STA_POKRYVNOSTDREVINNIZ>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 5 %"
Jurinea cyanoides,STA_POKRDREVNIZ,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVINNIZ>).*(?=</STA_POKRYVNOSTDREVINNIZ>)"")),",val,do 5 %,NA,ne,lok,NA,NA,"0, do 5 %"
Jurinea cyanoides,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Jurinea cyanoides,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,do 5 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Jurinea cyanoides,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,5-25 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Jurinea cyanoides,STA_POKRYVNOSTE1,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE1>).*(?=</STA_POKRYVNOSTE1>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %, 25-50 %"
Jurinea cyanoides,STA_POKRYVNOSTE1,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE1>).*(?=</STA_POKRYVNOSTE1>)"")),",val,do 5 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %, 25-50 %"
Jurinea cyanoides,STA_POKRYVNOSTE1,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE1>).*(?=</STA_POKRYVNOSTE1>)"")),",val,5-25 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %, 25-50 %"
Jurinea cyanoides,STA_POKRYVNOSTE1,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE1>).*(?=</STA_POKRYVNOSTE1>)"")),",val,25-50 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %, 25-50 %"
Jurinea cyanoides,STA_POKRYVNOSTE2E3,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE2E3>).*(?=</STA_POKRYVNOSTE2E3>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Jurinea cyanoides,STA_POKRYVNOSTE2E3,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE2E3>).*(?=</STA_POKRYVNOSTE2E3>)"")),",val,do 5 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Jurinea cyanoides,STA_POKRYVNOSTE2E3,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTE2E3>).*(?=</STA_POKRYVNOSTE2E3>)"")),",val,5-25 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Jurinea cyanoides,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Jurinea cyanoides,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,do 5 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Jurinea cyanoides,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,5-25 %,NA,ne,lok,NA,NA,"0, do 5 %, 5-25 %"
Jurinea cyanoides,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,0
Klasea lycopifolia,POP_POSKPERC,dplyr::case_when(,max,1,poètu prýtù,ne,lok,NA,NA,nejvýš 1 poètu prýtù
Klasea lycopifolia,POP_POSKPOC,dplyr::case_when(,max,2,poèet typù poškození rostlin,ne,lok,NA,NA,nejvýš 2 poèet typù poškození rostlin
Klasea lycopifolia,POP_TREND,sum(,max,1,posledních dvou let s menším poètem jedincù než je referenèní hodnota,ano,lok,NA,NA,nejvýš 1 posledních dvou let s menším poètem jedincù než je referenèní hodnota
Klasea lycopifolia,POP_VITAL,POP_POCETVITAL/POP_POCET*100) %>%,min,30,podíl kvetoucích a plodných prýtù a plochy populace,ano,lok,NA,NA,alespoò 30 podíl kvetoucích a plodných prýtù a plochy populace
Klasea lycopifolia,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Klasea lycopifolia,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Klasea lycopifolia,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Klasea lycopifolia,STA_POKRSTAR,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTSTARINA>).*(?=</STA_POKRYVNOSTSTARINA>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Klasea lycopifolia,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Klasea lycopifolia,STA_POKRYVNOSTEXPANZNI,readr::parse_character(,val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
Klasea lycopifolia,STA_POKRYVNOSTINVAZNI,readr::parse_character(,val,0,NA,ne,lok,NA,NA,0
Ligularia sibirica,POP_POCET,dplyr::case_when(,min,150,jedinci,ano,lok,je zde zase potøeba souèet sterilních jedincù a kvetoucích a plodných jedincù,NA,alespoò 150 jedinci
Ligularia sibirica,POP_POSKPERC,dplyr::case_when(,max,1,procenta poètu jedincù,ne,lok,NA,NA,nejvýš 1 procenta poètu jedincù
Ligularia sibirica,POP_POSKPOC,dplyr::case_when(,max,2,poèet typù poškození rostlin,ne,lok,NA,NA,nejvýš 2 poèet typù poškození rostlin
Ligularia sibirica,POP_TREND,sum(,max,1,posledních dvou let s menším poètem jedincù než je referenèní hodnota,ano,lok,NA,NA,nejvýš 1 posledních dvou let s menším poètem jedincù než je referenèní hodnota
Ligularia sibirica,POP_VITAL,POP_POCETVITAL/POP_POCET*100) %>%,min,25,% poèet jedincù,ano,lok,NA,NA,alespoò 25 % poèet jedincù
Ligularia sibirica,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,0,NA,ne,lok,NA,NA,"0, do 25 %"
Ligularia sibirica,STA_POKRDREV,"readr::parse_character(stringr::str_extract(STRUKT_POZN, ""(?<=<STA_POKRYVNOSTDREVIN>).*(?=</STA_POKRYVNOSTDREVIN>)"")),",val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %"
